step,time_per_step_s,peak_gpu_memory_gb
141,9.43666410446167,19.92618703842163
142,9.449668169021606,19.92618703842163
143,7.5552709102630615,19.92618703842163
144,7.776914119720459,19.92618703842163
145,10.89375352859497,19.92618703842163
146,6.884001731872559,19.92618703842163
147,10.122862100601196,19.92618703842163
148,8.280093431472778,19.92618703842163
149,10.368405818939209,19.92618703842163
150,8.779413938522339,19.92618703842163
151,10.847580909729004,19.92618703842163
152,7.874164581298828,19.92618703842163
153,8.744895696640015,19.92618703842163
154,11.062080144882202,19.92618703842163
155,7.875500679016113,19.92618703842163
156,6.3954973220825195,19.92618703842163
157,8.964542150497437,19.92618703842163
158,9.816195249557495,19.92618703842163
159,8.927387714385986,19.92618703842163
160,11.384305953979492,19.92618703842163
161,11.492765426635742,19.92618703842163
162,9.238861322402954,19.92618703842163
163,8.867197513580322,19.92618703842163
164,9.246458768844604,19.92618703842163
165,12.895866870880127,19.92618703842163
166,9.04037094116211,19.92618703842163
167,7.612598419189453,19.92618703842163
168,9.87487530708313,19.92618703842163
169,8.638092756271362,19.92618703842163
170,7.231581926345825,19.92618703842163
171,9.471791744232178,19.92618703842163
172,10.319169759750366,19.92618703842163
173,9.132257223129272,19.92618703842163
174,11.61894154548645,19.92618703842163
175,10.240087270736694,19.92618703842163
176,10.505125761032104,19.92618703842163
177,12.282747507095337,19.92618703842163
178,7.876708984375,19.92618703842163
179,9.233770370483398,19.92618703842163
180,9.015817880630493,19.92618703842163
181,12.910893440246582,19.92618703842163
182,10.141759395599365,19.92618703842163
183,7.135854005813599,19.92618703842163
184,10.299277782440186,19.92618703842163
185,9.75462293624878,19.92618703842163
186,9.740479469299316,19.92618703842163
187,12.272980690002441,19.92618703842163
188,10.132383584976196,19.92618703842163
189,10.07428503036499,19.92618703842163
190,7.081686735153198,19.92618703842163
191,9.503994226455688,19.92618703842163
192,8.523423910140991,19.92618703842163
193,10.94634747505188,19.92618703842163
194,8.72672414779663,19.92618703842163
195,8.150922298431396,19.92618703842163
196,10.384141206741333,19.92618703842163
197,6.860921144485474,19.92618703842163
198,8.752615451812744,19.92618703842163
199,9.709417819976807,19.92618703842163
200,10.84145474433899,19.92618703842163
201,9.715044975280762,19.92618703842163
202,10.378779649734497,19.92618703842163
203,6.731967926025391,19.92618703842163
204,9.846781969070435,19.92618703842163
205,8.80429720878601,19.92618703842163
206,12.985134363174438,19.92618703842163
207,9.59260606765747,19.92618703842163
208,8.235377788543701,19.92618703842163
209,11.962222337722778,19.92618703842163
210,9.096446514129639,19.92618703842163
211,9.133300542831421,19.92618703842163
212,8.746595621109009,19.92618703842163
213,8.055205583572388,19.92618703842163
214,8.23520016670227,19.92618703842163
215,11.354663133621216,19.92618703842163
216,9.176485300064087,19.92618703842163
217,7.578052282333374,19.92618703842163
218,10.97369933128357,19.92618703842163
219,7.058388948440552,19.92618703842163
220,11.643612146377563,19.92618703842163
221,10.795698404312134,19.92618703842163
222,7.327945709228516,19.92618703842163
223,7.668359994888306,19.92618703842163
224,10.316552877426147,19.92618703842163
225,12.613231658935547,19.92618703842163
226,11.529592037200928,19.92618703842163
227,7.732638835906982,19.92618703842163
228,9.497902154922485,19.92618703842163
229,7.256359338760376,19.92618703842163
230,9.13161325454712,19.92618703842163
231,7.642951488494873,19.92618703842163
232,9.981024503707886,19.92618703842163
233,11.99640703201294,19.92618703842163
234,9.128580093383789,19.92618703842163
235,8.730997085571289,19.92618703842163
236,9.379769563674927,19.92618703842163
237,8.64613389968872,19.92618703842163
238,9.30197286605835,19.92618703842163
239,11.085455179214478,19.92618703842163
240,10.015188455581665,19.92618703842163
241,7.802291393280029,19.92618703842163
242,8.528374433517456,19.92618703842163
243,7.315211296081543,19.92618703842163
244,7.958295106887817,19.92618703842163
245,9.24297547340393,19.92618703842163
246,10.890772581100464,19.92618703842163
247,7.861403226852417,19.92618703842163
248,10.74610948562622,19.92618703842163
249,6.683201789855957,19.92618703842163
250,10.422775745391846,19.92618703842163
251,8.569600820541382,19.92618703842163
252,8.789493322372437,19.92618703842163
253,10.701804399490356,19.92618703842163
254,8.798098087310791,19.92618703842163
255,9.392052173614502,19.92618703842163
256,8.676267147064209,19.92618703842163
257,8.483088254928589,19.92618703842163
258,10.751518964767456,19.92618703842163
259,9.812672138214111,19.92618703842163
260,10.665751218795776,19.92618703842163
261,10.903360366821289,19.92618703842163
262,10.035958051681519,19.92618703842163
263,9.579850912094116,19.92618703842163
264,10.329506397247314,19.92618703842163
265,8.559821367263794,19.92618703842163
266,10.474007606506348,19.92618703842163
267,7.120371103286743,19.92618703842163
268,8.757798433303833,19.92618703842163
269,9.753081798553467,19.92618703842163
270,9.31417965888977,19.92618703842163
271,9.801200151443481,19.92618703842163
272,10.818091869354248,19.92618703842163
273,8.677569389343262,19.92618703842163
274,8.83212661743164,19.92618703842163
275,7.643468856811523,19.92618703842163
276,8.035182237625122,19.92618703842163
277,9.780848026275635,19.92618703842163
278,14.01903223991394,19.92618703842163
279,7.744457721710205,19.92618703842163
280,11.184974431991577,19.92618703842163
281,8.999287366867065,19.92618703842163
282,12.263796091079712,19.92618703842163
283,8.619303703308105,19.92618703842163
284,12.374618530273438,19.92618703842163
285,10.438680648803711,19.92618703842163
286,8.276327848434448,19.92618703842163
287,8.345211744308472,19.92618703842163
288,10.121625661849976,19.92618703842163
289,8.885270595550537,19.92618703842163
290,10.835994720458984,19.92618703842163
291,12.741836071014404,19.92618703842163
292,9.919013738632202,19.92618703842163
293,12.696850299835205,19.92618703842163
294,10.429651260375977,19.92618703842163
295,11.418330907821655,19.92618703842163
296,9.852888822555542,19.92618703842163
297,10.823332786560059,19.92618703842163
298,12.600049018859863,19.92618703842163
299,8.765984058380127,19.92618703842163
300,13.874716758728027,19.92618703842163
301,9.301207542419434,19.92618703842163
302,12.210564613342285,19.92618703842163
303,8.357005596160889,19.92618703842163
304,7.906620979309082,19.92618703842163
305,9.402572870254517,19.92618703842163
306,7.565380811691284,19.92618703842163
307,8.058319568634033,19.92618703842163
308,8.879155158996582,19.92618703842163
309,14.84329891204834,19.92618703842163
310,9.775666952133179,19.92618703842163
311,11.463754177093506,19.92618703842163
312,13.948473453521729,19.92618703842163
313,9.285885334014893,19.92618703842163
314,12.038365364074707,19.92618703842163
315,9.370125532150269,19.92618703842163
316,11.170397996902466,19.92618703842163
317,11.078843832015991,19.92618703842163
318,9.453847885131836,19.92618703842163
319,8.88107967376709,19.92618703842163
320,9.564701795578003,19.92618703842163
321,8.102623701095581,19.92618703842163
322,11.426158905029297,19.92618703842163
323,8.588973045349121,19.92618703842163
324,11.92802619934082,19.92618703842163
325,11.264629125595093,19.92618703842163
326,11.834172248840332,19.92618703842163
327,8.113543510437012,19.92618703842163
328,11.06793475151062,19.92618703842163
329,8.167109966278076,19.92618703842163
330,11.402129650115967,19.92618703842163
331,7.395589113235474,19.92618703842163
332,8.381876230239868,19.92618703842163
333,9.247898817062378,19.92618703842163
334,8.24089527130127,19.92618703842163
335,8.783966541290283,19.92618703842163
336,11.937499761581421,19.92618703842163
337,9.57003903388977,19.92618703842163
338,11.018763065338135,19.92618703842163
339,11.874443292617798,19.92618703842163
340,10.76737356185913,19.92618703842163
341,7.939559459686279,19.92618703842163
342,7.9277613162994385,19.92618703842163
343,8.454479455947876,19.92618703842163
344,7.398282527923584,19.92618703842163
345,9.956990003585815,19.92618703842163
346,8.629655122756958,19.92618703842163
347,8.032337427139282,19.92618703842163
348,9.403915166854858,19.92618703842163
349,9.272300004959106,19.92618703842163
350,12.045681476593018,19.92618703842163
351,9.421226263046265,19.92618703842163
352,9.127887725830078,19.92618703842163
353,10.493098258972168,19.92618703842163
354,8.659356355667114,19.92618703842163
355,10.331627368927002,19.92618703842163
356,9.134788990020752,19.92618703842163
357,12.722855567932129,19.92618703842163
358,9.412944078445435,19.92618703842163
359,10.964717149734497,19.92618703842163
360,8.884323358535767,19.92618703842163
361,5.731212854385376,19.92618703842163
362,9.572396516799927,19.92618703842163
363,8.570168733596802,19.92618703842163
364,8.420554399490356,19.92618703842163
365,9.646101474761963,19.92618703842163
366,9.505053043365479,19.92618703842163
367,10.311403274536133,19.92618703842163
368,8.194819927215576,19.92618703842163
369,10.814481735229492,19.92618703842163
370,10.558494567871094,19.92618703842163
371,7.005568742752075,19.92618703842163
372,10.094581365585327,19.92618703842163
373,8.386276721954346,19.92618703842163
374,10.03209638595581,19.92618703842163
375,8.457839250564575,19.92618703842163
376,10.875556230545044,19.92618703842163
377,10.638709306716919,19.92618703842163
378,9.155258655548096,19.92618703842163
379,6.563103914260864,19.92618703842163
380,6.039508819580078,19.92618703842163
